veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,severity,frequincy,pure_premium
1160.0,0.66,0,0,0.0,SEDAN,3,F,E,3,0.0,0.0,0.0
1800.0,0.5,0,0,0.0,UTE,2,M,C,3,0.0,0.0,0.0
2580.0,0.57,0,0,0.0,STNWG,2,F,A,5,0.0,0.0,0.0
3070.0,0.83,0,0,0.0,STNWG,3,F,E,2,0.0,0.0,0.0
680.0,0.07,0,0,0.0,HBACK,4,M,B,3,0.0,0.0,0.0
2830.0,0.84,1,1,6989.9499969,STNWG,1,M,A,2,6990.0,1.2,8371.0
1350.0,0.55,0,0,0.0,UTE,4,M,E,2,0.0,0.0,0.0
2090.0,0.92,1,1,200.0,SEDAN,2,M,B,3,200.0,1.08,217.0
1800.0,0.28,0,0,0.0,SEDAN,3,F,B,5,0.0,0.0,0.0
1930.0,0.45,0,0,0.0,HBACK,1,M,A,1,0.0,0.0,0.0
2720.0,0.18,0,0,0.0,SEDAN,1,M,D,2,0.0,0.0,0.0
770.0,0.42,0,0,0.0,UTE,4,M,A,2,0.0,0.0,0.0
1840.0,0.22,0,0,0.0,STNWG,4,F,E,2,0.0,0.0,0.0
1350.0,0.08,0,0,0.0,SEDAN,3,F,D,4,0.0,0.0,0.0
710.0,0.5,0,0,0.0,SEDAN,4,M,A,2,0.0,0.0,0.0
2020.0,0.57,0,0,0.0,STNWG,3,M,F,2,0.0,0.0,0.0
2950.0,0.08,0,0,0.0,STNWG,3,F,B,2,0.0,0.0,0.0
1340.0,0.12,0,0,0.0,COUPE,3,F,B,3,0.0,0.0,0.0
1860.0,0.17,0,0,0.0,SEDAN,2,M,B,4,0.0,0.0,0.0
2140.0,0.92,0,0,0.0,UTE,3,M,D,5,0.0,0.0,0.0
3440.0,0.44,1,1,200.0,TRUCK,2,M,E,1,200.0,2.25,451.0
3320.0,0.12,0,0,0.0,SEDAN,3,F,A,3,0.0,0.0,0.0
1460.0,0.07,0,0,0.0,HBACK,3,F,B,2,0.0,0.0,0.0
2760.0,0.77,0,0,0.0,STNWG,1,M,E,3,0.0,0.0,0.0
1790.0,0.92,0,0,0.0,STNWG,4,F,B,3,0.0,0.0,0.0
720.0,0.42,0,0,0.0,HBACK,3,F,E,3,0.0,0.0,0.0
2460.0,0.77,0,0,0.0,STNWG,2,M,A,2,0.0,0.0,0.0
2770.0,0.42,0,0,0.0,STNWG,2,F,C,5,0.0,0.0,0.0
1200.0,0.2,0,0,0.0,UTE,3,M,A,3,0.0,0.0,0.0
1430.0,0.42,0,0,0.0,HBACK,1,F,C,1,0.0,0.0,0.0
1559.0,0.7,0,0,0.0,HBACK,1,F,B,3,0.0,0.0,0.0
1550.0,0.79,0,0,0.0,HBACK,2,F,E,2,0.0,0.0,0.0
3749.0,0.41,0,0,0.0,STNWG,1,F,B,2,0.0,0.0,0.0
1578.0,0.77,0,0,0.0,HBACK,1,M,D,4,0.0,0.0,0.0
2290.0,0.23,0,0,0.0,SEDAN,1,F,E,4,0.0,0.0,0.0
1710.0,0.01,0,0,0.0,SEDAN,2,F,B,4,0.0,0.0,0.0
850.0,0.42,0,0,0.0,HBACK,3,M,D,4,0.0,0.0,0.0
5236.0,0.77,1,1,20129.389954,STNWG,1,M,C,2,20129.0,1.3,26072.0
290.0,0.23,0,0,0.0,SEDAN,4,M,F,4,0.0,0.0,0.0
5250.0,0.44,0,0,0.0,STNWG,1,M,B,6,0.0,0.0,0.0
950.0,0.08,0,0,0.0,SEDAN,3,F,F,3,0.0,0.0,0.0
3510.0,0.77,0,0,0.0,STNWG,3,M,F,2,0.0,0.0,0.0
3890.0,0.45,0,0,0.0,STNWG,1,F,A,3,0.0,0.0,0.0
1540.0,0.42,0,0,0.0,SEDAN,2,F,E,3,0.0,0.0,0.0
1990.0,0.57,0,0,0.0,SEDAN,2,M,B,5,0.0,0.0,0.0
3750.0,0.77,1,1,500.0,HDTOP,2,M,F,1,500.0,1.3,648.0
1930.0,0.65,0,0,0.0,STNWG,4,F,C,4,0.0,0.0,0.0
1030.0,0.42,0,0,0.0,HBACK,3,F,A,3,0.0,0.0,0.0
1100.0,0.49,0,0,0.0,HBACK,2,M,C,6,0.0,0.0,0.0
620.0,0.77,0,0,0.0,SEDAN,4,M,F,4,0.0,0.0,0.0
1940.0,0.2,0,0,0.0,PANVN,2,M,C,2,0.0,0.0,0.0
3060.0,0.19,0,0,0.0,STNWG,3,F,A,5,0.0,0.0,0.0
3310.0,0.21,0,0,0.0,STNWG,2,M,C,2,0.0,0.0,0.0
3430.0,0.82,0,0,0.0,STNWG,3,F,C,1,0.0,0.0,0.0
1090.0,0.08,0,0,0.0,HBACK,3,F,A,5,0.0,0.0,0.0
2810.0,0.14,0,0,0.0,UTE,2,M,D,2,0.0,0.0,0.0
2050.0,0.58,0,0,0.0,SEDAN,3,F,F,4,0.0,0.0,0.0
910.0,0.58,0,0,0.0,SEDAN,4,M,C,4,0.0,0.0,0.0
3960.0,0.77,1,1,9185.8999939,STNWG,2,M,B,2,9186.0,1.3,11898.0
2330.0,0.39,0,0,0.0,STNWG,3,F,F,2,0.0,0.0,0.0
2720.0,0.77,0,0,0.0,STNWG,3,F,A,5,0.0,0.0,0.0
2200.0,0.77,1,1,353.76999998,HBACK,1,F,A,2,354.0,1.3,458.0
620.0,0.42,0,0,0.0,HBACK,4,F,B,2,0.0,0.0,0.0
1400.0,0.77,0,0,0.0,STNWG,4,M,C,4,0.0,0.0,0.0
1800.0,0.77,0,0,0.0,SEDAN,3,M,C,3,0.0,0.0,0.0
890.0,0.21,0,0,0.0,HBACK,3,F,F,2,0.0,0.0,0.0
1310.0,0.82,0,0,0.0,HBACK,1,F,C,5,0.0,0.0,0.0
1310.0,0.42,0,0,0.0,SEDAN,2,F,B,1,0.0,0.0,0.0
1870.0,0.42,0,0,0.0,STNWG,2,M,D,4,0.0,0.0,0.0
1350.0,0.17,0,0,0.0,SEDAN,2,F,A,2,0.0,0.0,0.0
770.0,0.77,0,0,0.0,HBACK,4,F,C,2,0.0,0.0,0.0
1610.0,0.42,0,0,0.0,SEDAN,2,F,C,4,0.0,0.0,0.0
1050.0,0.44,0,0,0.0,HBACK,4,F,C,2,0.0,0.0,0.0
1110.0,0.41,0,0,0.0,UTE,3,F,C,1,0.0,0.0,0.0
2160.0,0.41,0,0,0.0,SEDAN,1,F,C,5,0.0,0.0,0.0
1170.0,0.82,1,1,2414.5399933,STNWG,4,F,E,3,2415.0,1.22,2940.0
340.0,0.17,0,0,0.0,HBACK,4,M,A,4,0.0,0.0,0.0
840.0,0.82,0,0,0.0,HBACK,3,F,D,1,0.0,0.0,0.0
1520.0,0.17,0,0,0.0,SEDAN,2,F,C,2,0.0,0.0,0.0
1260.0,0.53,1,1,3628.8499985,HBACK,2,F,B,3,3629.0,1.89,6868.0
1690.0,0.33,0,0,0.0,STNWG,3,F,F,2,0.0,0.0,0.0
1190.0,0.25,0,0,0.0,STNWG,4,F,A,3,0.0,0.0,0.0
1340.0,0.21,0,0,0.0,HBACK,2,F,A,6,0.0,0.0,0.0
410.0,0.41,0,0,0.0,SEDAN,4,M,A,1,0.0,0.0,0.0
4470.0,0.82,0,0,0.0,STNWG,1,F,F,2,0.0,0.0,0.0
780.0,0.42,0,0,0.0,HBACK,3,F,B,4,0.0,0.0,0.0
1490.0,0.23,0,0,0.0,HBACK,1,F,A,3,0.0,0.0,0.0
710.0,0.42,0,0,0.0,SEDAN,4,F,B,4,0.0,0.0,0.0
540.0,0.42,0,0,0.0,HBACK,4,M,C,3,0.0,0.0,0.0
2000.0,0.42,0,0,0.0,HBACK,1,F,A,4,0.0,0.0,0.0
2880.0,0.18,0,0,0.0,HDTOP,3,M,A,2,0.0,0.0,0.0
830.0,0.59,1,1,326.57998776,SEDAN,3,M,B,2,327.0,1.69,552.0
1360.0,0.14,0,0,0.0,HBACK,2,F,A,1,0.0,0.0,0.0
1170.0,0.8,0,0,0.0,HBACK,2,F,D,4,0.0,0.0,0.0
2180.0,0.41,1,1,200.0,SEDAN,2,M,C,5,200.0,2.42,484.0
1610.0,0.17,0,0,0.0,HBACK,1,F,C,3,0.0,0.0,0.0
5790.0,0.41,0,0,0.0,STNWG,1,F,A,2,0.0,0.0,0.0
770.0,0.14,0,0,0.0,HBACK,3,F,A,5,0.0,0.0,0.0
410.0,0.82,0,0,0.0,HBACK,4,F,D,5,0.0,0.0,0.0
1410.0,0.82,0,0,0.0,HBACK,1,M,A,5,0.0,0.0,0.0
1470.0,0.76,0,0,0.0,HBACK,1,F,C,5,0.0,0.0,0.0
3320.0,0.17,0,0,0.0,STNWG,2,M,F,3,0.0,0.0,0.0
590.0,0.11,0,0,0.0,SEDAN,4,M,D,2,0.0,0.0,0.0
460.0,0.42,0,0,0.0,HBACK,4,M,C,4,0.0,0.0,0.0
2920.0,0.17,0,0,0.0,STNWG,3,M,C,2,0.0,0.0,0.0
3440.0,0.42,0,0,0.0,PANVN,1,M,A,1,0.0,0.0,0.0
1480.0,0.92,1,1,1983.0599976,HBACK,2,M,B,2,1983.0,1.08,2149.0
1380.0,0.92,0,0,0.0,SEDAN,2,M,B,5,0.0,0.0,0.0
880.0,0.92,0,0,0.0,HBACK,3,F,A,4,0.0,0.0,0.0
1230.0,0.17,0,0,0.0,UTE,4,M,C,1,0.0,0.0,0.0
970.0,0.77,0,0,0.0,SEDAN,3,M,C,4,0.0,0.0,0.0
840.0,0.77,0,0,0.0,HBACK,3,M,C,6,0.0,0.0,0.0
1770.0,0.77,0,0,0.0,PANVN,3,M,B,3,0.0,0.0,0.0
2380.0,0.77,0,0,0.0,HDTOP,2,F,F,4,0.0,0.0,0.0
1650.0,0.77,0,0,0.0,SEDAN,1,F,C,3,0.0,0.0,0.0
1130.0,0.17,0,0,0.0,SEDAN,3,M,D,2,0.0,0.0,0.0
1550.0,0.83,0,0,0.0,HBACK,1,F,B,3,0.0,0.0,0.0
1830.0,0.77,0,0,0.0,HBACK,1,M,C,2,0.0,0.0,0.0
4480.0,0.17,0,0,0.0,STNWG,1,M,A,4,0.0,0.0,0.0
2680.0,0.17,0,0,0.0,STNWG,1,M,A,6,0.0,0.0,0.0
1060.0,0.77,0,0,0.0,HBACK,3,F,D,3,0.0,0.0,0.0
1230.0,0.07,0,0,0.0,SEDAN,4,F,C,3,0.0,0.0,0.0
4450.0,0.77,0,0,0.0,STNWG,1,F,E,3,0.0,0.0,0.0
340.0,0.17,0,0,0.0,HBACK,4,F,B,5,0.0,0.0,0.0
1330.0,0.83,0,0,0.0,STNWG,4,M,B,1,0.0,0.0,0.0
1840.0,0.57,0,0,0.0,SEDAN,2,F,B,5,0.0,0.0,0.0
1930.0,0.83,0,0,0.0,SEDAN,2,M,C,5,0.0,0.0,0.0
990.0,0.2,0,0,0.0,HBACK,2,F,A,4,0.0,0.0,0.0
3960.0,0.77,0,0,0.0,STNWG,2,M,F,2,0.0,0.0,0.0
1030.0,0.42,0,0,0.0,HBACK,3,F,C,4,0.0,0.0,0.0
1810.0,0.82,0,0,0.0,SEDAN,2,M,C,3,0.0,0.0,0.0
3040.0,0.85,1,1,660.28999996,SEDAN,2,M,D,5,660.0,1.17,775.0
1200.0,0.25,0,0,0.0,SEDAN,4,F,C,4,0.0,0.0,0.0
970.0,0.17,0,0,0.0,UTE,3,M,C,6,0.0,0.0,0.0
930.0,0.42,0,0,0.0,HBACK,3,F,C,3,0.0,0.0,0.0
1670.0,0.17,0,0,0.0,STNWG,4,M,C,4,0.0,0.0,0.0
4799.0,0.02,0,0,0.0,STNWG,1,M,B,3,0.0,0.0,0.0
580.0,0.17,0,0,0.0,HBACK,4,F,A,4,0.0,0.0,0.0
1710.0,0.77,0,0,0.0,HBACK,1,F,A,2,0.0,0.0,0.0
2150.0,0.18,0,0,0.0,HBACK,3,F,A,2,0.0,0.0,0.0
3760.0,0.77,0,0,0.0,HDTOP,2,F,D,3,0.0,0.0,0.0
350.0,0.77,0,0,0.0,PANVN,4,M,B,4,0.0,0.0,0.0
1390.0,0.82,0,0,0.0,UTE,4,M,E,2,0.0,0.0,0.0
2590.0,0.17,0,0,0.0,HDTOP,3,M,C,4,0.0,0.0,0.0
2570.0,0.77,0,0,0.0,PANVN,2,M,D,1,0.0,0.0,0.0
1370.0,0.44,0,0,0.0,HBACK,1,F,E,5,0.0,0.0,0.0
3900.0,0.81,0,0,0.0,STNWG,2,M,B,5,0.0,0.0,0.0
5499.0,0.77,1,1,390.0,STNWG,1,F,E,5,390.0,1.3,505.0
2900.0,0.77,0,0,0.0,SEDAN,1,F,C,3,0.0,0.0,0.0
1870.0,0.17,0,0,0.0,SEDAN,1,M,B,2,0.0,0.0,0.0
440.0,0.82,0,0,0.0,HBACK,4,F,A,2,0.0,0.0,0.0
1340.0,0.83,0,0,0.0,HBACK,1,M,B,1,0.0,0.0,0.0
1740.0,0.18,0,0,0.0,UTE,2,M,C,2,0.0,0.0,0.0
2430.0,0.82,0,0,0.0,SEDAN,1,F,C,1,0.0,0.0,0.0
2420.0,0.77,0,0,0.0,SEDAN,1,M,B,4,0.0,0.0,0.0
1710.0,0.41,1,1,369.14999962,SEDAN,4,F,C,4,369.0,2.42,893.0
5210.0,0.42,0,0,0.0,STNWG,1,F,F,2,0.0,0.0,0.0
1500.0,0.77,0,0,0.0,HBACK,1,F,E,3,0.0,0.0,0.0
2750.0,0.42,0,0,0.0,STNWG,1,F,A,4,0.0,0.0,0.0
1614.3000000000002,0.59,0,0,0.0,HBACK,1,F,B,2,0.0,0.0,0.0
760.0,0.22,0,0,0.0,STNWG,4,F,D,2,0.0,0.0,0.0
430.0,0.42,0,0,0.0,HBACK,4,F,B,5,0.0,0.0,0.0
1060.0,0.82,0,0,0.0,STNWG,3,M,C,4,0.0,0.0,0.0
530.0,0.42,0,0,0.0,COUPE,4,F,C,1,0.0,0.0,0.0
1470.0,0.17,0,0,0.0,SEDAN,2,F,C,5,0.0,0.0,0.0
2099.0,0.18,0,0,0.0,SEDAN,1,F,C,2,0.0,0.0,0.0
3810.0,0.42,0,0,0.0,STNWG,2,M,A,3,0.0,0.0,0.0
3160.0,0.18,0,0,0.0,COUPE,1,F,C,3,0.0,0.0,0.0
3770.0,0.82,0,0,0.0,UTE,1,F,B,2,0.0,0.0,0.0
1578.0,0.41,0,0,0.0,HBACK,1,F,C,5,0.0,0.0,0.0
1850.0,0.83,0,0,0.0,HBACK,2,M,A,4,0.0,0.0,0.0
1300.0,0.56,0,0,0.0,HBACK,2,F,C,5,0.0,0.0,0.0
730.0,0.92,0,0,0.0,HBACK,3,F,C,1,0.0,0.0,0.0
3590.0,0.12,0,0,0.0,STNWG,1,F,F,1,0.0,0.0,0.0
1660.0,0.23,0,0,0.0,STNWG,4,F,E,4,0.0,0.0,0.0
2920.0,0.57,0,0,0.0,STNWG,1,F,E,2,0.0,0.0,0.0
1980.0,0.41,0,0,0.0,SEDAN,2,F,C,4,0.0,0.0,0.0
1410.0,0.82,1,1,2678.6499939,COUPE,3,M,C,2,2679.0,1.22,3261.0
1740.0,0.82,0,0,0.0,SEDAN,2,M,C,1,0.0,0.0,0.0
1030.0,0.83,0,0,0.0,SEDAN,3,M,C,2,0.0,0.0,0.0
1980.0,0.18,0,0,0.0,UTE,3,F,D,2,0.0,0.0,0.0
1080.0,0.2,0,0,0.0,STNWG,4,F,C,4,0.0,0.0,0.0
1100.0,0.18,0,0,0.0,STNWG,4,F,C,4,0.0,0.0,0.0
3190.0,0.82,0,0,0.0,STNWG,1,M,C,5,0.0,0.0,0.0
3770.0,0.82,0,0,0.0,UTE,1,M,D,6,0.0,0.0,0.0
2850.0,0.07,0,0,0.0,STNWG,1,M,F,4,0.0,0.0,0.0
1480.0,0.5,0,0,0.0,STNWG,4,M,E,2,0.0,0.0,0.0
4800.0,0.82,0,0,0.0,SEDAN,2,M,A,5,0.0,0.0,0.0
4310.0,0.11,0,0,0.0,STNWG,2,M,C,6,0.0,0.0,0.0
870.0,0.77,0,0,0.0,COUPE,4,M,B,4,0.0,0.0,0.0
1900.0,0.09,0,0,0.0,UTE,3,M,A,4,0.0,0.0,0.0
1270.0,0.36,0,0,0.0,SEDAN,3,F,E,1,0.0,0.0,0.0
1570.0,0.23,0,0,0.0,STNWG,4,M,E,4,0.0,0.0,0.0
1840.0,0.19,0,0,0.0,SEDAN,2,M,A,3,0.0,0.0,0.0
1270.0,0.08,0,0,0.0,COUPE,3,F,A,4,0.0,0.0,0.0
910.0,0.23,0,0,0.0,SEDAN,3,F,E,4,0.0,0.0,0.0
1140.0,0.3,0,0,0.0,STNWG,4,F,A,2,0.0,0.0,0.0
1220.0,0.41,0,0,0.0,TRUCK,4,F,F,1,0.0,0.0,0.0
3690.0,0.12,0,0,0.0,SEDAN,1,F,E,6,0.0,0.0,0.0
3360.0,0.41,0,0,0.0,UTE,1,F,F,3,0.0,0.0,0.0
1700.0,0.12,0,0,0.0,UTE,4,M,E,1,0.0,0.0,0.0
1030.0,0.81,0,0,0.0,HBACK,3,F,A,3,0.0,0.0,0.0
3210.0,0.76,1,1,1818.8199959,STNWG,1,M,A,5,1819.0,1.32,2398.0
1270.0,0.88,0,0,0.0,SEDAN,3,F,A,1,0.0,0.0,0.0
1100.0,0.83,0,0,0.0,HBACK,3,F,D,4,0.0,0.0,0.0
2950.0,0.83,0,0,0.0,STNWG,2,F,B,3,0.0,0.0,0.0
2250.0,0.27,0,0,0.0,STNWG,3,M,C,6,0.0,0.0,0.0
1500.0,0.17,0,0,0.0,SEDAN,2,F,B,3,0.0,0.0,0.0
1230.0,0.85,0,0,0.0,HBACK,2,F,C,2,0.0,0.0,0.0
7150.0,0.41,0,0,0.0,STNWG,1,F,F,2,0.0,0.0,0.0
970.0,0.17,0,0,0.0,SEDAN,3,F,C,1,0.0,0.0,0.0
1360.0,0.57,0,0,0.0,HBACK,2,M,B,5,0.0,0.0,0.0
990.0,0.04,0,0,0.0,HBACK,3,F,D,1,0.0,0.0,0.0
760.0,0.72,0,0,0.0,STNWG,4,M,D,3,0.0,0.0,0.0
2180.0,0.41,0,0,0.0,SEDAN,1,F,A,5,0.0,0.0,0.0
460.0,0.41,0,0,0.0,HBACK,4,M,A,1,0.0,0.0,0.0
1260.0,0.43,0,0,0.0,MIBUS,4,F,C,3,0.0,0.0,0.0
5590.0,0.5,0,0,0.0,SEDAN,2,F,A,3,0.0,0.0,0.0
2700.0,0.12,0,0,0.0,STNWG,1,F,D,2,0.0,0.0,0.0
1990.0,0.18,0,0,0.0,HBACK,2,F,A,3,0.0,0.0,0.0
700.0,0.84,0,0,0.0,HBACK,3,F,A,1,0.0,0.0,0.0
1360.0,0.01,0,0,0.0,SEDAN,2,F,C,4,0.0,0.0,0.0
1550.0,0.88,0,0,0.0,SEDAN,2,F,B,2,0.0,0.0,0.0
4160.0,0.08,0,0,0.0,STNWG,2,M,B,2,0.0,0.0,0.0
830.0,0.6,0,0,0.0,SEDAN,4,F,B,2,0.0,0.0,0.0
950.0,0.59,0,0,0.0,HBACK,4,F,C,2,0.0,0.0,0.0
7000.0,0.77,0,0,0.0,MCARA,2,M,F,4,0.0,0.0,0.0
1559.0,0.88,0,0,0.0,HBACK,1,F,C,3,0.0,0.0,0.0
1990.0,0.51,0,0,0.0,HBACK,2,F,B,5,0.0,0.0,0.0
1240.0,0.12,0,0,0.0,HBACK,2,F,C,3,0.0,0.0,0.0
1820.0,0.82,0,0,0.0,STNWG,4,M,B,1,0.0,0.0,0.0
1990.0,0.41,0,0,0.0,STNWG,4,F,F,1,0.0,0.0,0.0
790.0,0.41,0,0,0.0,SEDAN,4,F,B,2,0.0,0.0,0.0
2230.0,0.41,0,0,0.0,STNWG,3,M,F,3,0.0,0.0,0.0
1370.0,0.5,0,0,0.0,HBACK,1,F,B,3,0.0,0.0,0.0
1840.0,0.83,0,0,0.0,HBACK,2,M,A,5,0.0,0.0,0.0
1300.0,0.17,0,0,0.0,HBACK,2,F,C,4,0.0,0.0,0.0
1890.0,0.28,1,2,13116.409973,HBACK,2,F,A,1,6558.0,7.09,46512.0
1280.0,0.35,0,0,0.0,SEDAN,3,M,A,5,0.0,0.0,0.0
1850.0,0.36,0,0,0.0,SEDAN,2,M,B,6,0.0,0.0,0.0
1640.0,0.6,1,1,1199.3999996,SEDAN,3,M,B,3,1199.0,1.66,1991.0
1570.0,0.83,0,0,0.0,HBACK,2,F,A,5,0.0,0.0,0.0
900.0,0.06,0,0,0.0,STNWG,4,F,E,4,0.0,0.0,0.0
310.0,0.23,0,0,0.0,HBACK,4,F,C,4,0.0,0.0,0.0
350.0,0.17,0,0,0.0,SEDAN,4,F,C,4,0.0,0.0,0.0
7150.0,0.24,0,0,0.0,STNWG,1,M,E,4,0.0,0.0,0.0
1140.0,0.41,0,0,0.0,HBACK,2,F,A,2,0.0,0.0,0.0
690.0,0.17,0,0,0.0,STNWG,4,F,D,4,0.0,0.0,0.0
1390.0,0.18,0,0,0.0,HBACK,2,M,A,2,0.0,0.0,0.0
1750.0,0.4,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0,0.0
1500.0,0.17,0,0,0.0,HBACK,2,F,C,2,0.0,0.0,0.0
2300.0,0.65,0,0,0.0,SEDAN,1,F,C,4,0.0,0.0,0.0
880.0,0.83,0,0,0.0,HBACK,3,M,A,6,0.0,0.0,0.0
1730.0,0.83,0,0,0.0,HBACK,1,M,A,6,0.0,0.0,0.0
1710.0,0.84,0,0,0.0,SEDAN,2,M,D,6,0.0,0.0,0.0
2883.0,0.02,0,0,0.0,UTE,1,M,A,6,0.0,0.0,0.0
950.0,0.16,0,0,0.0,UTE,4,M,B,6,0.0,0.0,0.0
1070.0,0.83,0,0,0.0,SEDAN,3,F,C,6,0.0,0.0,0.0
1320.0,0.21,0,0,0.0,SEDAN,3,F,B,4,0.0,0.0,0.0
1650.0,0.89,0,0,0.0,SEDAN,1,M,C,2,0.0,0.0,0.0
1410.0,0.83,0,0,0.0,SEDAN,3,M,C,6,0.0,0.0,0.0
2050.0,0.83,1,1,1331.4099998,STNWG,3,F,B,6,1331.0,1.2,1600.0
480.0,0.83,0,0,0.0,SEDAN,4,F,C,6,0.0,0.0,0.0
1890.0,0.5,0,0,0.0,STNWG,4,F,E,2,0.0,0.0,0.0
1210.0,0.83,0,0,0.0,SEDAN,2,M,B,2,0.0,0.0,0.0
1460.0,0.17,0,0,0.0,HBACK,2,M,D,5,0.0,0.0,0.0
870.0,0.83,0,0,0.0,HBACK,3,F,A,1,0.0,0.0,0.0
1570.0,0.84,0,0,0.0,HBACK,2,F,A,6,0.0,0.0,0.0
930.0,0.83,0,0,0.0,HBACK,3,M,C,6,0.0,0.0,0.0
190.0,0.84,0,0,0.0,HBACK,4,F,C,3,0.0,0.0,0.0
1800.0,0.84,0,0,0.0,SEDAN,2,M,E,4,0.0,0.0,0.0
1200.0,0.84,0,0,0.0,SEDAN,3,F,B,4,0.0,0.0,0.0
1740.0,0.83,0,0,0.0,SEDAN,2,M,B,6,0.0,0.0,0.0
1370.0,0.5,1,1,1362.3499985,HBACK,1,F,A,4,1362.0,2.01,2734.0
1330.0,0.83,0,0,0.0,UTE,4,M,E,6,0.0,0.0,0.0
3570.0,0.83,0,0,0.0,UTE,2,M,A,2,0.0,0.0,0.0
770.0,0.44,0,0,0.0,HBACK,3,M,B,4,0.0,0.0,0.0
6110.0,0.84,0,0,0.0,STNWG,2,M,F,5,0.0,0.0,0.0
1490.0,0.84,0,0,0.0,SEDAN,2,F,B,4,0.0,0.0,0.0
1310.0,0.83,0,0,0.0,STNWG,4,M,D,4,0.0,0.0,0.0
2950.0,0.17,0,0,0.0,STNWG,3,M,C,5,0.0,0.0,0.0
1940.0,0.83,0,0,0.0,SEDAN,2,F,B,5,0.0,0.0,0.0
4090.0,0.84,0,0,0.0,STNWG,2,M,D,5,0.0,0.0,0.0
700.0,0.16,0,0,0.0,SEDAN,4,M,C,4,0.0,0.0,0.0
1800.0,0.17,0,0,0.0,SEDAN,2,M,D,5,0.0,0.0,0.0
4740.0,0.73,0,0,0.0,TRUCK,1,M,D,5,0.0,0.0,0.0
1170.0,0.12,0,0,0.0,HBACK,2,M,C,1,0.0,0.0,0.0
730.0,0.83,0,0,0.0,SEDAN,4,M,A,6,0.0,0.0,0.0
820.0,0.36,0,0,0.0,HBACK,4,F,A,5,0.0,0.0,0.0
2160.0,0.88,0,0,0.0,STNWG,2,F,C,1,0.0,0.0,0.0
1930.0,0.5,0,0,0.0,STNWG,4,M,F,3,0.0,0.0,0.0
1290.0,0.07,0,0,0.0,SEDAN,3,M,C,6,0.0,0.0,0.0
2070.0,0.84,1,1,703.07999992,SEDAN,2,M,C,5,703.0,1.2,842.0
2140.0,0.84,0,0,0.0,UTE,3,M,B,4,0.0,0.0,0.0
1040.0,0.84,0,0,0.0,HBACK,2,M,B,5,0.0,0.0,0.0
4270.0,0.83,0,0,0.0,STNWG,2,M,D,5,0.0,0.0,0.0
1140.0,0.83,0,0,0.0,SEDAN,3,F,C,4,0.0,0.0,0.0
480.0,0.84,0,0,0.0,SEDAN,4,M,C,4,0.0,0.0,0.0
2560.0,0.83,0,0,0.0,SEDAN,1,M,A,6,0.0,0.0,0.0
2510.0,0.83,0,0,0.0,SEDAN,2,M,C,4,0.0,0.0,0.0
1530.0,0.5,0,0,0.0,HBACK,2,M,A,3,0.0,0.0,0.0
3290.0,0.83,0,0,0.0,UTE,1,F,D,3,0.0,0.0,0.0
1580.0,0.17,0,0,0.0,SEDAN,3,F,A,4,0.0,0.0,0.0
970.0,0.16,0,0,0.0,SEDAN,4,M,B,3,0.0,0.0,0.0
730.0,0.13,0,0,0.0,HBACK,4,F,A,6,0.0,0.0,0.0
650.0,0.3,0,0,0.0,STNWG,4,F,D,4,0.0,0.0,0.0
1180.0,0.12,0,0,0.0,SEDAN,3,F,A,4,0.0,0.0,0.0
760.0,0.83,0,0,0.0,SEDAN,4,F,A,3,0.0,0.0,0.0
5830.0,0.83,1,1,369.14999962,STNWG,2,F,C,5,369.0,1.2,444.0
880.0,0.83,0,0,0.0,HBACK,3,F,C,6,0.0,0.0,0.0
1140.0,0.17,0,0,0.0,HBACK,3,F,B,3,0.0,0.0,0.0
1630.0,0.84,0,0,0.0,STNWG,4,M,C,4,0.0,0.0,0.0
1080.0,0.84,0,0,0.0,SEDAN,4,F,C,5,0.0,0.0,0.0
2540.0,0.83,0,0,0.0,STNWG,3,M,B,5,0.0,0.0,0.0
660.0,0.83,0,0,0.0,HBACK,4,M,C,4,0.0,0.0,0.0
1630.0,0.83,0,0,0.0,SEDAN,2,F,B,5,0.0,0.0,0.0
410.0,0.83,0,0,0.0,SEDAN,4,F,A,3,0.0,0.0,0.0
1740.0,0.83,0,0,0.0,HBACK,2,M,B,4,0.0,0.0,0.0
2380.0,0.62,0,0,0.0,SEDAN,1,F,D,6,0.0,0.0,0.0
1900.0,0.17,0,0,0.0,MIBUS,3,M,A,3,0.0,0.0,0.0
2800.0,0.04,0,0,0.0,SEDAN,1,M,D,6,0.0,0.0,0.0
4050.0,0.25,0,0,0.0,SEDAN,1,M,A,3,0.0,0.0,0.0
770.0,0.83,0,0,0.0,HBACK,4,M,C,5,0.0,0.0,0.0
2020.0,0.6,0,0,0.0,HBACK,2,F,A,3,0.0,0.0,0.0
1070.0,0.83,0,0,0.0,SEDAN,3,F,B,3,0.0,0.0,0.0
5180.0,0.94,0,0,0.0,STNWG,1,M,A,3,0.0,0.0,0.0
2620.0,0.84,0,0,0.0,STNWG,3,M,A,6,0.0,0.0,0.0
1630.0,0.84,0,0,0.0,STNWG,4,F,E,3,0.0,0.0,0.0
1310.0,0.72,0,0,0.0,STNWG,4,F,D,3,0.0,0.0,0.0
